-0.91519488389900E+03 0.975697
-0.91519427415023E+03 0.967828
-0.91519356313956E+03 0.959962
-0.91519274398770E+03 0.952098
-0.91519180949074E+03 0.944237
-0.91519075210414E+03 0.936377
-0.91518956392695E+03 0.928520
-0.91518823668450E+03 0.920666
-0.91518676171030E+03 0.912814
-0.91518512992724E+03 0.904965
-0.91518333182773E+03 0.897118
-0.91518135745319E+03 0.889274
-0.91517919634476E+03 0.881433
-0.91517683762950E+03 0.873594
-0.91517426983322E+03 0.865759
-0.91516845845699E+03 0.850098
-0.91516518914960E+03 0.842272
-0.91516165924884E+03 0.834449
-0.91515785430174E+03 0.826630
-0.91515375916234E+03 0.818814
-0.91514935795683E+03 0.811002
-0.91514463404711E+03 0.803193
-0.91513956999199E+03 0.795389
-0.91513414750624E+03 0.787588
-0.91512834741730E+03 0.779791
-0.91512214961916E+03 0.771999
-0.91511553302394E+03 0.764210
-0.91510847551019E+03 0.756427
-0.91510095386828E+03 0.748647
-0.91509294374259E+03 0.740873
-0.91508441956982E+03 0.733103
-0.91507535451406E+03 0.725338
-0.91506572039766E+03 0.717579
-0.91505548762807E+03 0.709825
-0.91504462512013E+03 0.702076
-0.91503310021396E+03 0.694333
-0.91502087858806E+03 0.686596
-0.91500792416685E+03 0.678865
-0.91499419902358E+03 0.671140
-0.91496427498270E+03 0.655710
-0.91494799002018E+03 0.648006
-0.91493076196842E+03 0.640309
-0.91491254198148E+03 0.632619
-0.91489327865370E+03 0.624937
